retailer_week,week_beginning,week_ending,last_year_retailer_week,last_year_week_ending,fiscal_week,fiscal_month,fiscal_year,calendar_month_name,calendar_month,calendar_year,quarter,week_offset,dsci_inserted_date,dsci_last_modified_date,dsci_last_loaded_date,dsci_last_pulled_date,fiscal_year_offset,calendar_year_offset,quarter_offset,calendar_month_offset,fiscal_month_offset,next_year_retailer_week,next_year_week_ending
202652,2027-01-23,2027-01-29,202552,2026-01-30,52,12,2026,January,1,2027,4,249,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,4,5,19,57,57,202752,2028-01-28
202718,2027-05-29,2027-06-04,202618,2026-06-05,18,5,2027,June,6,2027,2,267,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,21,62,62,202818,2028-06-02
202724,2027-07-10,2027-07-16,202624,2026-07-17,24,6,2027,July,7,2027,2,273,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,21,63,63,202824,2028-07-14
202730,2027-08-21,2027-08-27,202630,2026-08-28,30,7,2027,August,8,2027,3,279,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,22,64,64,202830,2028-08-25
202743,2027-11-20,2027-11-26,202643,2026-11-27,43,10,2027,November,11,2027,4,292,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,23,67,67,202843,2028-11-24
202744,2027-11-27,2027-12-03,202644,2026-12-04,44,11,2027,December,12,2027,4,293,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,5,5,23,68,68,202844,2028-12-01
202810,2028-04-01,2028-04-07,202710,2027-04-09,10,3,2028,April,4,2028,1,311,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,24,72,72,202910,2029-04-06
202823,2028-07-01,2028-07-07,202723,2027-07-09,23,6,2028,July,7,2028,2,324,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,25,75,75,202923,2029-07-06
202841,2028-11-04,2028-11-10,202741,2027-11-12,41,10,2028,November,11,2028,4,342,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,27,79,79,202941,2029-11-09
202849,2028-12-30,2029-01-05,202749,2028-01-07,49,12,2028,January,12,2028,4,350,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,6,6,27,80,81,202949,2030-01-04
202905,2029-02-24,2029-03-02,202805,2028-03-03,5,2,2029,March,3,2029,1,358,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,28,83,83,203005,2030-03-01
202913,2029-04-21,2029-04-27,202813,2028-04-28,13,3,2029,April,4,2029,1,366,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,28,84,84,203013,2030-04-26
202916,2029-05-12,2029-05-18,202816,2028-05-19,16,4,2029,May,5,2029,2,369,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,29,85,85,203016,2030-05-17
202923,2029-06-30,2029-07-06,202823,2028-07-07,23,6,2029,July,7,2029,2,376,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,29,87,87,203023,2030-07-05
202938,2029-10-13,2029-10-19,202838,2028-10-20,38,9,2029,October,10,2029,3,391,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,7,7,30,90,90,203038,2030-10-18
203005,2030-02-23,2030-03-01,202905,2029-03-02,5,2,2030,March,3,2030,1,410,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,32,95,95,203104,2031-02-28
203014,2030-04-27,2030-05-03,202914,2029-05-04,14,4,2030,May,5,2030,2,419,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,33,97,97,203113,2031-05-02
203034,2030-09-14,2030-09-20,202934,2029-09-21,34,8,2030,September,9,2030,3,439,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,34,101,101,203133,2031-09-19
203041,2030-11-02,2030-11-08,202941,2029-11-09,41,10,2030,November,11,2030,4,446,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,35,103,103,203140,2031-11-07
203046,2030-12-07,2030-12-13,202946,2029-12-14,46,11,2030,December,12,2030,4,451,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,8,8,35,104,104,203145,2031-12-12
203107,2031-03-15,2031-03-21,203008,2030-03-22,7,2,2031,March,3,2031,1,465,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,36,107,107,203207,2032-03-19
203108,2031-03-22,2031-03-28,203009,2030-03-29,8,2,2031,March,3,2031,1,466,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,36,107,107,203208,2032-03-26
203126,2031-07-26,2031-08-01,203027,2030-08-02,26,6,2031,August,8,2031,2,484,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,37,112,111,203226,2032-07-30
203134,2031-09-20,2031-09-26,203035,2030-09-27,34,8,2031,September,9,2031,3,492,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,9,38,113,113,203234,2032-09-24
203151,2032-01-17,2032-01-23,203052,2031-01-24,51,12,2031,January,1,2032,4,509,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,9,10,39,117,117,203251,2033-01-21
203220,2032-06-12,2032-06-18,203120,2031-06-20,20,5,2032,June,6,2032,2,530,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,10,41,122,122,203320,2033-06-17
203250,2033-01-08,2033-01-14,203150,2032-01-16,50,12,2032,January,1,2033,4,560,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,10,11,43,129,129,203350,2034-01-13
203305,2033-02-26,2033-03-04,203205,2032-03-05,5,2,2033,March,3,2033,1,567,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,44,131,131,203405,2034-03-03
203345,2033-12-03,2033-12-09,203245,2032-12-10,45,11,2033,December,12,2033,4,607,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,11,11,47,140,140,203445,2034-12-08
203402,2034-02-04,2034-02-10,203302,2033-02-11,2,1,2034,February,2,2034,1,616,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,48,142,142,203502,2035-02-09
203420,2034-06-10,2034-06-16,203320,2033-06-17,20,5,2034,June,6,2034,2,634,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,49,146,146,203520,2035-06-15
203433,2034-09-09,2034-09-15,203333,2033-09-16,33,8,2034,September,9,2034,3,647,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,12,50,149,149,203533,2035-09-14
203450,2035-01-06,2035-01-12,203350,2034-01-13,50,12,2034,January,1,2035,4,664,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,13,51,153,153,203550,2036-01-11
203452,2035-01-20,2035-01-26,203352,2034-01-27,52,12,2034,January,1,2035,4,666,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,12,13,51,153,153,203552,2036-01-25
203501,2035-01-27,2035-02-02,203401,2034-02-03,1,1,2035,February,2,2035,1,667,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,52,154,154,203601,2036-02-01
203515,2035-05-05,2035-05-11,203415,2034-05-12,15,4,2035,May,5,2035,2,681,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,157,157,203615,2036-05-09
203516,2035-05-12,2035-05-18,203416,2034-05-19,16,4,2035,May,5,2035,2,682,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,157,157,203616,2036-05-16
203521,2035-06-16,2035-06-22,203421,2034-06-23,21,5,2035,June,6,2035,2,687,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,158,158,203621,2036-06-20
203525,2035-07-14,2035-07-20,203425,2034-07-21,25,6,2035,July,7,2035,2,691,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,53,159,159,203625,2036-07-18
203537,2035-10-06,2035-10-12,203437,2034-10-13,37,9,2035,October,10,2035,3,703,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,54,162,162,203637,2036-10-10
203548,2035-12-22,2035-12-28,203448,2034-12-29,48,11,2035,December,12,2035,4,714,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,13,13,55,164,164,203648,2036-12-26
203602,2036-02-02,2036-02-08,203502,2035-02-09,2,1,2036,February,2,2036,1,720,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,56,166,166,203701,2037-02-06
203613,2036-04-19,2036-04-25,203513,2035-04-27,13,3,2036,April,4,2036,1,731,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,56,168,168,203712,2037-04-24
203616,2036-05-10,2036-05-16,203516,2035-05-18,16,4,2036,May,5,2036,2,734,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,14,14,57,169,169,203715,2037-05-15
203701,2037-01-31,2037-02-06,203602,2036-02-08,1,1,2037,February,2,2037,1,772,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,178,178,203801,2038-02-05
203711,2037-04-11,2037-04-17,203612,2036-04-18,11,3,2037,April,4,2037,1,782,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,180,180,203811,2038-04-16
203712,2037-04-18,2037-04-24,203613,2036-04-25,12,3,2037,April,4,2037,1,783,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,60,180,180,203812,2038-04-23
203727,2037-08-01,2037-08-07,203628,2036-08-08,27,7,2037,August,8,2037,3,798,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,62,184,184,203827,2038-08-06
203738,2037-10-17,2037-10-23,203639,2036-10-24,38,9,2037,October,10,2037,3,809,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,62,186,186,203838,2038-10-22
203741,2037-11-07,2037-11-13,203642,2036-11-14,41,10,2037,November,11,2037,4,812,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,63,187,187,203841,2038-11-12
203744,2037-11-28,2037-12-04,203645,2036-12-05,44,11,2037,December,12,2037,4,815,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,15,15,63,188,188,203844,2038-12-03
203808,2038-03-20,2038-03-26,203708,2037-03-27,8,2,2038,March,3,2038,1,831,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,64,191,191,203908,2039-03-25
203809,2038-03-27,2038-04-02,203709,2037-04-03,9,2,2038,April,4,2038,1,832,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,64,192,191,203909,2039-04-01
203844,2038-11-27,2038-12-03,203744,2037-12-04,44,11,2038,December,12,2038,4,867,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,16,16,67,200,200,203944,2039-12-02
203901,2039-01-29,2039-02-04,203801,2038-02-05,1,1,2039,February,2,2039,1,876,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,68,202,202,204001,2040-02-03
203917,2039-05-21,2039-05-27,203817,2038-05-28,17,4,2039,May,5,2039,2,892,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,69,205,205,204017,2040-05-25
203939,2039-10-22,2039-10-28,203839,2038-10-29,39,9,2039,October,10,2039,3,914,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,17,17,70,210,210,204039,2040-10-26
204012,2040-04-14,2040-04-20,203912,2039-04-22,12,3,2040,April,4,2040,1,939,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,72,216,216,204112,2041-04-19
204039,2040-10-20,2040-10-26,203939,2039-10-28,39,9,2040,October,10,2040,3,966,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,74,222,222,204139,2041-10-25
204045,2040-12-01,2040-12-07,203945,2039-12-09,45,11,2040,December,12,2040,4,972,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,18,75,224,224,204145,2041-12-06
204051,2041-01-12,2041-01-18,203951,2040-01-20,51,12,2040,January,1,2041,4,978,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,18,19,75,225,225,204151,2042-01-17
204104,2041-02-16,2041-02-22,204004,2040-02-24,4,1,2041,February,2,2041,1,983,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,76,226,226,204203,2042-02-21
204109,2041-03-23,2041-03-29,204009,2040-03-30,9,2,2041,March,3,2041,1,988,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,76,227,227,204208,2042-03-28
204122,2041-06-22,2041-06-28,204022,2040-06-29,22,5,2041,June,6,2041,2,1001,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,77,230,230,204221,2042-06-27
204124,2041-07-06,2041-07-12,204024,2040-07-13,24,6,2041,July,7,2041,2,1003,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,77,231,231,204223,2042-07-11
204138,2041-10-12,2041-10-18,204038,2040-10-19,38,9,2041,October,10,2041,3,1017,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,78,234,234,204237,2042-10-17
204141,2041-11-02,2041-11-08,204041,2040-11-09,41,10,2041,November,11,2041,4,1020,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,79,235,235,204240,2042-11-07
204144,2041-11-23,2041-11-29,204044,2040-11-30,44,11,2041,November,11,2041,4,1023,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,19,19,79,235,236,204243,2042-11-28
204224,2042-07-12,2042-07-18,204125,2041-07-19,24,6,2042,July,7,2042,2,1056,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,81,243,243,204324,2043-07-17
204245,2042-12-06,2042-12-12,204146,2041-12-13,45,11,2042,December,12,2042,4,1077,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,20,20,83,248,248,204345,2043-12-11
204306,2043-03-07,2043-03-13,204206,2042-03-14,6,2,2043,March,3,2043,1,1090,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,251,251,204406,2044-03-11
204308,2043-03-21,2043-03-27,204208,2042-03-28,8,2,2043,March,3,2043,1,1092,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,251,251,204408,2044-03-25
204310,2043-04-04,2043-04-10,204210,2042-04-11,10,3,2043,April,4,2043,1,1094,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,84,252,252,204410,2044-04-08
204317,2043-05-23,2043-05-29,204217,2042-05-30,17,4,2043,May,5,2043,2,1101,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,85,253,253,204417,2044-05-27
204321,2043-06-20,2043-06-26,204221,2042-06-27,21,5,2043,June,6,2043,2,1105,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,85,254,254,204421,2044-06-24
204326,2043-07-25,2043-07-31,204226,2042-08-01,26,6,2043,July,7,2043,2,1110,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,21,85,255,255,204426,2044-07-29
204351,2044-01-16,2044-01-22,204251,2043-01-23,51,12,2043,January,1,2044,4,1135,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,21,22,87,261,261,204451,2045-01-20
204402,2044-02-06,2044-02-12,204302,2043-02-13,2,1,2044,February,2,2044,1,1138,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,88,262,262,204502,2045-02-10
204412,2044-04-16,2044-04-22,204312,2043-04-24,12,3,2044,April,4,2044,1,1148,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,88,264,264,204512,2045-04-21
204419,2044-06-04,2044-06-10,204319,2043-06-12,19,5,2044,June,6,2044,2,1155,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,89,266,266,204519,2045-06-09
204429,2044-08-13,2044-08-19,204329,2043-08-21,29,7,2044,August,8,2044,3,1165,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,90,268,268,204529,2045-08-18
204431,2044-08-27,2044-09-02,204331,2043-09-04,31,8,2044,September,9,2044,3,1167,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,22,90,269,269,204531,2045-09-01
204452,2045-01-21,2045-01-27,204352,2044-01-29,52,12,2044,January,1,2045,4,1188,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,22,23,91,273,273,204552,2046-01-26
204514,2045-04-29,2045-05-05,204414,2044-05-06,14,4,2045,May,5,2045,2,1202,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,93,277,277,,
204537,2045-10-07,2045-10-13,204437,2044-10-14,37,9,2045,October,10,2045,3,1225,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,23,94,282,282,,
204551,2046-01-13,2046-01-19,204451,2045-01-20,51,12,2045,January,1,2046,4,1239,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,23,24,95,285,285,,
202240,2022-10-29,2022-11-04,202140,2021-11-05,40,10,2022,November,11,2022,4,28,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,0,3,7,7,202340,2023-11-03
202242,2022-11-12,2022-11-18,202142,2021-11-19,42,10,2022,November,11,2022,4,30,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,0,3,7,7,202342,2023-11-17
202250,2023-01-07,2023-01-13,202150,2022-01-14,50,12,2022,January,1,2023,4,38,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,1,3,9,9,202350,2024-01-12
202251,2023-01-14,2023-01-20,202151,2022-01-21,51,12,2022,January,1,2023,4,39,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,0,1,3,9,9,202351,2024-01-19
202309,2023-03-25,2023-03-31,202209,2022-04-01,9,2,2023,March,3,2023,1,49,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,4,11,11,202409,2024-03-29
202317,2023-05-20,2023-05-26,202217,2022-05-27,17,4,2023,May,5,2023,2,57,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,5,13,13,202417,2024-05-24
202320,2023-06-10,2023-06-16,202220,2022-06-17,20,5,2023,June,6,2023,2,60,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,5,14,14,202420,2024-06-14
202323,2023-07-01,2023-07-07,202223,2022-07-08,23,6,2023,July,7,2023,2,63,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,5,15,15,202423,2024-07-05
202327,2023-07-29,2023-08-04,202227,2022-08-05,27,7,2023,August,8,2023,3,67,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,6,16,16,202427,2024-08-02
202337,2023-10-07,2023-10-13,202237,2022-10-14,37,9,2023,October,10,2023,3,77,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,1,1,6,18,18,202437,2024-10-11
202410,2024-03-30,2024-04-05,202310,2023-04-07,10,3,2024,April,4,2024,1,102,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,8,24,24,202509,2025-04-04
202416,2024-05-11,2024-05-17,202316,2023-05-19,16,4,2024,May,5,2024,2,108,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,9,25,25,202515,2025-05-16
202421,2024-06-15,2024-06-21,202321,2023-06-23,21,5,2024,June,6,2024,2,113,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,9,26,26,202520,2025-06-20
202441,2024-11-02,2024-11-08,202341,2023-11-10,41,10,2024,November,11,2024,4,133,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,11,31,31,202540,2025-11-07
202443,2024-11-16,2024-11-22,202343,2023-11-24,43,10,2024,November,11,2024,4,135,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,11,31,31,202542,2025-11-21
202448,2024-12-21,2024-12-27,202348,2023-12-29,48,11,2024,December,12,2024,4,140,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2,2,11,32,32,202547,2025-12-26
202501,2025-02-01,2025-02-07,202402,2024-02-09,1,1,2025,February,2,2025,1,146,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,12,34,34,202601,2026-02-06
202503,2025-02-15,2025-02-21,202404,2024-02-23,3,1,2025,February,2,2025,1,148,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,12,34,34,202603,2026-02-20
202505,2025-03-01,2025-03-07,202406,2024-03-08,5,2,2025,March,3,2025,1,150,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,12,35,35,202605,2026-03-06
202514,2025-05-03,2025-05-09,202415,2024-05-10,14,4,2025,May,5,2025,2,159,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,13,37,37,202614,2026-05-08
202523,2025-07-05,2025-07-11,202424,2024-07-12,23,6,2025,July,7,2025,2,168,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,2020-01-30 19:30:49.431277,3,3,13,39,39,202623,2026-07-10
